image_name;x_plate;y_plate;w_plate;h_plate;x_car;y_car;w_car;h_car;plate_area;car_area;plate_hypotenuse;car_hypotenuse;car_plate_ratio;plate_proportions;car_proportions;car_to_bottom;distance
img_1977.jpg;0.46660210118606743;0.6261873300768458;0.09069029649081074;0.026871198960239748;0.46419245562713257;0.5289252729707588;0.2725090068467808;0.28097927608424855;0.002436957000767708;0.076569383470246;0.09458747914577251;0.39142114455078586;0.031826781022922586;0.29629629629629106;1.0310825294748154;0.3305850889871169;2.2
img_1963.jpg;0.4604789845889931;0.5094948309997978;0.05859120408310277;0.014483218986834407;0.46311229713205343;0.5086170601521107;0.1711653152989511;0.1795041383519775;0.0008485892394378837;0.03072488243848277;0.06035472498593958;0.2480308465632354;0.027618958059056058;0.2471910112359553;1.048717948717952;0.4016308706719005;3.72
img_2503.jpg;0.47544427454348265;0.5463196939993338;0.041794686305153234;0.013519385708175848;0.47383678660866996;0.5011451612671362;0.1182121896678301;0.13816152711526064;0.0005650384847115814;0.016332376648146244;0.043926866417633215;0.18183159615667444;0.03459621933074354;0.32347140039447847;1.1687587168758746;0.42977407517523347;4.98
img_2271.jpg;0.4760030219825395;0.5902068459818748;0.04901152025026067;0.013489409243190989;0.47469602379079207;0.5404106578872298;0.1358163860490395;0.15719120340377596;0.0006611364542867086;0.021349141165000328;0.05083397760329206;0.20773821301568232;0.030967824381178028;0.2752293577981647;1.157380254154448;0.3809937404108823;4.3
img_2744h.jpg;0.4792744537986633;0.5084762865622104;0.07893354347824735;0.022207602446479364;0.4780948683903607;0.48580381864978006;0.23558622700591492;0.2340312024052155;0.0017529247532568112;0.05513452797630232;0.08199806029689508;0.3320714893725648;0.0317935931910081;0.2813455657492353;0.9933993399339921;0.39718058014761215;2.66
img_2932.jpg;0.49167645195903276;0.5722934878649213;0.05398290713274643;0.014922104410677874;0.4913833591709452;0.49829069243291135;0.17552340180391104;0.20448573499193176;0.0008055385766267695;0.03589203182615691;0.056007351861571686;0.26948632691846863;0.022443381877303475;0.2764227642276423;1.1650055370985601;0.39946644007112275;3.87
img_2891.jpg;0.47185567075626444;0.486154779165894;0.07639898015555135;0.02124205451402372;0.4688087671827133;0.5006835140822634;0.2355862270059144;0.2581340837160518;0.0016228713012800381;0.060812834844293485;0.07929709357085596;0.3494768597930453;0.0266863287237846;0.27804107424960456;1.0957095709570974;0.3702494440597107;2.73
img_2885.jpg;0.46877839407110783;0.52992219777705;0.04451505050253041;0.013849126823009423;0.4679128236446692;0.5038726497051972;0.13428706901596565;0.16157314626844324;0.0006164945799422129;0.021697184244077152;0.04661960998338179;0.2100925950622308;0.02841357537490157;0.3111111111111103;1.203192142418668;0.41534077716058115;4.7
img_2705h.jpg;0.4922520661157025;0.5819559228650137;0.11053719008264463;0.028925619834710745;0.4907024793388425;0.45316804407713535;0.3078512396694216;0.33057851239669434;0.0031973567379277373;0.10176900484939559;0.11425918726382103;0.45172396286273214;0.03141778523489931;0.2616822429906542;1.0738255033557047;0.3815426997245175;1.89
img_1618.jpg;0.48387319844068616;0.5794704016895289;0.10337379447829304;0.031807321377936314;0.48917441867034156;0.5455425922197289;0.3302660203075715;0.37815370971546414;0.0032880435030278048;0.12489132077227098;0.10815658592096782;0.5020715808939685;0.026327237815214403;0.30769230769230765;1.1449973247726046;0.26538055292253904;1.6
